MAE,RMSE,sMAPE,wSMAPE,MASE,RMSSE,model,fold,timestamp
8.890729089563367,22.763074416745525,1.3943769315199994,1.4081412208474655,1.9446605422782668,1.2573265601400634,naive,0,2025-08-17T11:50:34.526924
9.34826054774247,27.16299502047971,1.1937089598131387,1.2006899465582526,1.916996153149446,1.3011398949232005,naive,1,2025-08-17T11:50:34.984212
11.705958549222865,31.801450499717937,1.3885970964061145,1.379146974768039,2.1907237108762185,1.4003314654173658,naive,2,2025-08-17T11:50:35.343902
9.981649395509566,27.242506645647723,1.3255609959130843,1.3293260473912525,2.0174601354346438,1.3195993068268763,naive,overall,2025-08-17T11:50:35.344308
